0.00685761, 0.216238
0.0114362, 0.217743
0.0160148, 0.219980
0.0205934, 0.222925
0.0251720, 0.226366
0.0297506, 0.230193
0.0343292, 0.234257
0.0389078, 0.238493
0.0434864, 0.242535
0.0480650, 0.246556
0.0526436, 0.250190
0.0572222, 0.253479
0.0618008, 0.256296
0.0663794, 0.258661
0.0709580, 0.260382
0.0755366, 0.261500
0.0801152, 0.262080
0.0846938, 0.261736
0.0892724, 0.260919
0.0938510, 0.259521
0.0984296, 0.257457
0.103008, 0.254770
0.107587, 0.251673
0.112165, 0.248061
0.116744, 0.244062
0.121323, 0.239589
0.125901, 0.234859
0.130480, 0.229827
0.135058, 0.224495
0.139429, 0.219481
0.143799, 0.214088
0.147962, 0.208990
0.151916, 0.203965
0.156078, 0.198667
0.160241, 0.193345
0.164403, 0.187976
0.168357, 0.182841
0.172312, 0.177687
0.176266, 0.172460
0.180220, 0.167281
0.184174, 0.162080
0.187920, 0.157087
0.191666, 0.152014
0.195413, 0.146969
0.199159, 0.141949
0.202697, 0.136982
0.206443, 0.131802
0.210397, 0.126181
0.214143, 0.120951
0.217889, 0.115511
0.221635, 0.110124
0.225382, 0.104684
0.229128, 0.0992704
0.232874, 0.0938041
0.236620, 0.0883116
0.240366, 0.0830030
0.244112, 0.0777207
0.247858, 0.0724910
0.251605, 0.0674189
0.255559, 0.0623127
0.259721, 0.0571802
0.264092, 0.0520713
0.268670, 0.0471474
0.273249, 0.0427610
0.277827, 0.0389122
0.282406, 0.0355149
0.286985, 0.0325691
0.291563, 0.0302684
0.295517, 0.0284193
