,time,T,density,Y_CH4,Y_O2,Y_CO2,Y_CO,Y_H2O,Y_H2,Y_H,Y_O,Y_OH,Y_H2O2,Y_HO2,Y_CH3,Y_CH3O2H,Y_CH3O2,Y_CH3O,Y_CH2OH,Y_CH2O,Y_HCO,Y_C2H6,Y_C2H5,Y_C2H4,Y_C2H3,Y_N2
10,0.024722419096076167,749.999998057979,11.020790781943301,0.026155725540741456,0.2268173068163061,5.940379232994294e-21,1.6315296272801362e-21,2.9148510201434355e-14,1.6109361906670557e-20,4.724747041435811e-21,-2.558874492563801e-17,9.829942270308639e-17,6.901164779604566e-14,7.609409019917103e-10,2.7854170633752253e-13,8.628336288602503e-14,1.0836472788974615e-09,2.252302324246279e-18,-7.458715251346627e-21,4.878490188025471e-14,-5.507491980393897e-21,5.062809583176944e-21,1.1733964986800579e-26,8.243167784159051e-26,8.003434821025546e-41,0.7470269657978525
11,0.024724577312958546,749.9999980578717,11.020790781945754,0.026155725540694712,0.22681730681614923,-5.34530830176415e-20,7.477155112252751e-20,3.079260580374081e-14,1.6172541216785585e-20,-5.6338253595256035e-21,-2.3892363729159048e-17,9.974675987850965e-17,8.401395623518996e-14,7.609922422962953e-10,2.7857148704591505e-13,1.0500664867192417e-13,1.0837611062644563e-09,2.951559773905072e-18,-1.5887591926479497e-20,5.166236063454274e-14,-4.2050973200438454e-20,9.827781005148797e-21,1.1676361078525245e-26,1.5662545554179274e-25,2.504383810260974e-40,0.7470269657978528
12,0.024732000374655276,749.9999980575097,11.020790781954098,0.026155725540533165,0.22681730681560705,-3.211833414764651e-20,2.1140927975694672e-20,3.703020419237749e-14,3.5141068950961955e-20,4.442570557386093e-21,1.0846702149053683e-19,1.104495751273086e-16,1.3532277544832673e-13,7.61169717390522e-10,2.7867445704491765e-13,1.6934181281290368e-13,1.0841546819315306e-09,2.2395895157200205e-17,-9.212558428009104e-23,6.237951215179348e-14,-3.251722099252499e-22,2.6531236595963307e-20,1.4002440927915976e-26,4.652152738128537e-25,5.530050002716786e-40,0.7470269657978527
13,0.024739423436352007,749.9999980571481,11.020790781962438,0.026155725540371523,0.2268173068150646,-4.444472811558168e-20,2.695818775563082e-20,4.3350376824764226e-14,5.46899304271454e-20,5.314257568415922e-21,-5.603810050289596e-19,1.1151002059034685e-16,1.866409162382638e-13,7.613472700579009e-10,2.787756658483273e-13,2.3352998599696134e-13,1.0845484131351102e-09,2.633921734158919e-17,7.807498803024775e-22,7.317473831080762e-14,2.0532894160981213e-21,4.3249965993059205e-20,1.4030757034733937e-26,7.681193266069048e-25,9.551876592931712e-40,0.7470269657978527
14,0.02477236326756943,749.9999980555524,11.020790781999315,0.026155725539653004,0.22681730681265316,-4.2550036891180554e-20,2.955486929248475e-20,7.248887166814658e-14,1.753941886057414e-19,6.712166248108731e-21,8.951182488386788e-19,1.1603582631053087e-16,4.145918765513255e-13,7.621368330834775e-10,2.792257082215778e-13,5.161769111333263e-13,1.0862988500404e-09,4.2764038868647765e-17,3.540013691053271e-23,1.2291276225997465e-13,9.573357882634961e-23,1.17685211264323e-19,1.4056180469650237e-26,2.1301883224788598e-24,2.62672332989435e-39,0.7470269657978527
15,0.024805303098786854,749.9999980539645,11.020790782036084,0.026155725538933253,0.22681730681023748,-4.260130048916701e-20,3.241707371702811e-20,1.0271466257798271e-13,3.278315353150629e-19,8.45893955395451e-21,8.644403574099166e-19,1.2035943902460822e-16,6.427696180205628e-13,7.629280313072038e-10,2.796764611719054e-13,7.965446924443275e-13,1.0880523051400452e-09,5.923269476975605e-17,-1.4387812592161276e-23,1.744400085602186e-13,-3.7501895196840974e-23,1.9235833580774196e-19,1.4101540696794642e-26,3.4961898649210595e-24,4.364325554860377e-39,0.7470269657978527
16,0.02483824293000428,749.9999980523843,11.020790782072744,0.026155725538212275,0.2268173068078176,-4.2601070308995206e-20,3.604005003964475e-20,1.3401784820949286e-13,5.118412990266074e-19,1.019280787528576e-20,8.354517183820203e-19,1.2465105439016323e-16,8.711763796582329e-13,7.637208501254666e-10,2.8012797985574465e-13,1.0746563836873518e-12,1.0898087586571772e-09,7.556940138543045e-17,-6.162041327625979e-23,2.277449611496838e-13,-1.6392948136365412e-22,2.6726973612131395e-19,1.41469248423947e-26,4.8665688543884994e-24,6.107274899395505e-39,0.7470269657978527
17,0.024871182761221702,749.9999980508119,11.020790782109296,0.026155725537490092,0.22681730680539347,-4.2601061132184805e-20,4.049727088584422e-20,1.663913662736901e-13,7.271726995497251e-19,1.1914829294098243e-20,8.095593399147078e-19,1.2891158459679694e-16,1.0998106106877677e-12,7.645152756211831e-10,2.8058025900985045e-13,1.350537667427008e-12,1.09156818953372e-09,9.177576844102453e-17,-1.0451824268116286e-22,2.828148328823037e-13,-2.7878266211364463e-22,3.4242176943471794e-19,1.4192353233688262e-26,6.241400905439134e-24,7.859052773407735e-39,0.7470269657978527
18,0.024904122592439126,749.9999980492472,11.020790782145736,0.026155725536766695,0.2268173068029652,-4.260104908233008e-20,4.5813259177539514e-20,1.998275439548309e-13,9.735862461739487e-19,1.3625915893860203e-20,7.879878665640285e-19,1.331418150635925e-16,1.3286729911947776e-12,7.653112928062759e-10,2.810332937579347e-13,1.6242104484062805e-12,1.0933305782959425e-09,1.0785317005030588e-16,-1.4154481013904274e-22,3.396368352295215e-13,-3.779441103336156e-22,4.1781539685432033e-19,1.423784965233068e-26,7.620703792218092e-24,9.624496833222538e-39,0.7470269657978527
19,0.02493706242365655,749.9999980476902,11.020790782182074,0.026155725536042094,0.22681730680053278,-4.2601034675182865e-20,5.2013677011166674e-20,2.343188829686201e-13,1.2508471053163416e-18,1.5326829535856178e-20,7.717379232872853e-19,1.3734243933300436e-16,1.5577642071073768e-12,7.661088869504549e-10,2.814870793213095e-13,1.8956963554464233e-12,1.0950959059121816e-09,1.2380294686269737e-16,-1.7145869016453633e-22,3.9819845184387987e-13,-4.580854577937261e-22,4.934516465804608e-19,1.4283440243825078e-26,9.004496641698317e-24,1.1409592107756933e-38,0.7470269657978527
20,0.025030393677189417,749.9999980433189,11.020790782284458,0.026155725533982658,0.22681730679361883,-4.2600984173356147e-20,7.471829369443771e-20,3.376138673716319e-13,2.1991372112722698e-18,2.0083407309662902e-20,7.401207157308577e-19,1.4908333755215489e-16,2.2081066891196064e-12,7.683770635884001e-10,2.8277679789707353e-13,2.653419970278097e-12,1.1001132989280954e-09,1.6832239715071212e-16,-2.3720168489960037e-22,5.733063830943315e-13,-6.342653857654231e-22,7.090574086878091e-19,1.4412966203521338e-26,1.2949685135092391e-23,1.6563653630148184e-38,0.7470269657978527
21,0.025123724930722284,749.999998039001,11.020790782386097,0.026155725531914805,0.22681730678667592,-4.2600927881958405e-20,1.0449212330950321e-19,4.48239818560678e-13,3.3612839789346987e-18,2.47656852922083e-20,7.393311294307551e-19,1.606184286728874e-16,2.8600923461061312e-12,7.706561073387329e-10,2.8407174263530765e-13,3.39612062222355e-12,1.1051511485828043e-09,2.119645082458098e-16,-2.6286630021771637e-22,7.604948985258725e-13,-7.031465293646931e-22,9.264264268950397e-19,1.4543401360378792e-26,1.692729945625529e-23,2.1952809649514534e-38,0.7470269657978527
22,0.02521705618425515,749.9999980347408,11.020790782486928,0.026155725529837838,0.22681730677970197,-4.2600876456443173e-20,1.4277392000684207e-19,5.666929751833046e-13,4.75097630970231e-18,2.937378965309763e-20,7.766220931411952e-19,1.7194018164404964e-16,3.513940230181959e-12,7.729465854120575e-10,2.8537228997493886e-13,4.1230818611144936e-12,1.110210924391069e-09,2.5468796082675865e-16,-2.3927890142002817e-22,9.605731096946761e-13,-6.401481127334372e-22,1.145806315780692e-18,1.46751063404246e-26,2.0941552938085808e-23,2.76720778762098e-38,0.7470269657978528
23,0.025387278950391605,749.9999980271182,11.020790782668778,0.02615572552602636,0.22681730676690248,-4.26010926307778e-20,-8.99882905046866e-18,8.028943113885419e-13,7.870829823165509e-18,5.879643840512035e-19,9.103009268946441e-18,2.0128388562775064e-16,4.711207746668423e-12,7.771536469888651e-10,2.877573593513249e-13,5.408096767157889e-12,1.1194956524862177e-09,3.3313286496999546e-16,6.361340881278119e-18,1.3587222041853196e-12,9.567443862945086e-18,1.5510225218365144e-18,1.9632904189014668e-26,2.8353213600412127e-23,2.96157349340384e-35,0.7470269657978527
24,0.025701209533561135,749.9999980135458,11.020790782997384,0.026155725518920068,0.22681730674303643,-4.069985877045079e-20,5.0033697311593475e-19,1.3037576709689667e-12,1.5520576478139118e-17,5.176778726354676e-20,9.904245623127004e-19,2.271294163781815e-16,6.935767261003405e-12,7.850063529641549e-10,2.922067542779201e-13,7.649180283723261e-12,1.1368025605909207e-09,4.6197406990270855e-16,1.0902545952889108e-22,2.2003517281754024e-12,5.660341085903548e-23,2.3162379880485046e-18,1.5380917959602955e-26,4.236559726512686e-23,7.117906981066297e-38,0.7470269657978527
25,0.026015140116730666,749.9999980005806,11.020790783317562,0.026155725511716788,0.22681730671884462,-4.0061434457500465e-20,9.088178786377666e-19,1.8855820532180833e-12,2.5506708087288555e-17,6.501718859208875e-20,1.1971051390501936e-18,2.600126681087866e-16,9.182109064806776e-12,7.929735777886248e-10,2.9671325898527597e-13,9.73364477419203e-12,1.1543382880020867e-09,5.845761768520631e-16,-1.1296490303065671e-23,3.1751937302776175e-12,6.65715679171413e-23,3.1053733949191887e-18,1.5893565860212413e-26,5.681796522039491e-23,9.85990428668309e-38,0.7470269657978527
26,0.026329070699900196,749.9999979881935,11.02079078362974,0.026155725504420642,0.22681730669434413,-3.9839180757984185e-20,1.475986428629784e-18,2.5434349505965994e-12,3.7677790702732665e-17,7.727122132936532e-20,1.1748389311430469e-18,2.9074769484913406e-16,1.1450521005406422e-11,8.010459052971502e-10,3.0127498923601627e-13,1.1675243793015469e-11,1.1720902232319683e-09,6.987881508350194e-16,-1.4869129892817262e-23,4.275007595628508e-12,-4.882436259141185e-23,3.9189130101943114e-18,1.6368998960377477e-26,7.172397095689832e-23,1.344357920824487e-37,0.7470269657978527
